CityStateID,City,ISO_Code_x,State,StateID,ISO_Code_y
abbevilleal,abbeville,al,alabama,0,al
adamsvilleal,adamsville,al,alabama,0,al
alabasteral,alabaster,al,alabama,0,al
albertvilleal,albertville,al,alabama,0,al
alexandercityal,alexander city,al,alabama,0,al
alexandriaal,alexandria,al,alabama,0,al
alicevilleal,aliceville,al,alabama,0,al
andalusiaal,andalusia,al,alabama,0,al
annistonal,anniston,al,alabama,0,al
arabal,arab,al,alabama,0,al
argoal,argo,al,alabama,0,al
ashfordal,ashford,al,alabama,0,al
ashlandal,ashland,al,alabama,0,al
ashvilleal,ashville,al,alabama,0,al
athensal,athens,al,alabama,0,al
atmoreal,atmore,al,alabama,0,al
attallaal,attalla,al,alabama,0,al
auburnal,auburn,al,alabama,0,al
autaugacountyal,autauga county,al,alabama,0,al
baldwincountyal,baldwin county,al,alabama,0,al
ballplayal,ballplay,al,alabama,0,al
barbourcountyal,barbour county,al,alabama,0,al
bayminetteal,bay minette,al,alabama,0,al
bayoulabatreal,bayou la batre,al,alabama,0,al
bearcreekal,bear creek,al,alabama,0,al
berryal,berry,al,alabama,0,al
bessemeral,bessemer,al,alabama,0,al
bibbcountyal,bibb county,al,alabama,0,al
birminghamal,birmingham,al,alabama,0,al
blountcountyal,blount county,al,alabama,0,al
blountsvilleal,blountsville,al,alabama,0,al
blueridgeal,blue ridge,al,alabama,0,al
boazal,boaz,al,alabama,0,al
brental,brent,al,alabama,0,al
brewtonal,brewton,al,alabama,0,al
bridgeportal,bridgeport,al,alabama,0,al
brightonal,brighton,al,alabama,0,al
brookhighlandal,brook highland,al,alabama,0,al
brooksideal,brookside,al,alabama,0,al
brookwoodal,brookwood,al,alabama,0,al
brundidgeal,brundidge,al,alabama,0,al
bullockcountyal,bullock county,al,alabama,0,al
butleral,butler,al,alabama,0,al
butlercountyal,butler county,al,alabama,0,al
bynumal,bynum,al,alabama,0,al
cahabaheightsal,cahaba heights,al,alabama,0,al
caleraal,calera,al,alabama,0,al
calhouncountyal,calhoun county,al,alabama,0,al
camdenal,camden,al,alabama,0,al
carbonhillal,carbon hill,al,alabama,0,al
carlisle-rockledgeal,carlisle-rockledge,al,alabama,0,al
carrolltonal,carrollton,al,alabama,0,al
cedarbluffal,cedar bluff,al,alabama,0,al
centerpointal,center point,al,alabama,0,al
centreal,centre,al,alabama,0,al
centrevilleal,centreville,al,alabama,0,al
chalkvilleal,chalkville,al,alabama,0,al
chamberscountyal,chambers county,al,alabama,0,al
chatomal,chatom,al,alabama,0,al
chelseaal,chelsea,al,alabama,0,al
cherokeeal,cherokee,al,alabama,0,al
cherokeecountyal,cherokee county,al,alabama,0,al
chickasawal,chickasaw,al,alabama,0,al
childersburgal,childersburg,al,alabama,0,al
chiltoncountyal,chilton county,al,alabama,0,al
choccoloccoal,choccolocco,al,alabama,0,al
choctawcountyal,choctaw county,al,alabama,0,al
citronelleal,citronelle,al,alabama,0,al
clantonal,clanton,al,alabama,0,al
clarkecountyal,clarke county,al,alabama,0,al
clayal,clay,al,alabama,0,al
claycountyal,clay county,al,alabama,0,al
claytonal,clayton,al,alabama,0,al
cleburnecountyal,cleburne county,al,alabama,0,al
clevelandal,cleveland,al,alabama,0,al
clioal,clio,al,alabama,0,al
coalingal,coaling,al,alabama,0,al
coffeecountyal,coffee county,al,alabama,0,al
colbertcountyal,colbert county,al,alabama,0,al
collinsvilleal,collinsville,al,alabama,0,al
columbianaal,columbiana,al,alabama,0,al
concordal,concord,al,alabama,0,al
conecuhcountyal,conecuh county,al,alabama,0,al
coosacountyal,coosa county,al,alabama,0,al
coosadaal,coosada,al,alabama,0,al
cordovaal,cordova,al,alabama,0,al
cottonwoodal,cottonwood,al,alabama,0,al
covingtoncountyal,covington county,al,alabama,0,al
cowartsal,cowarts,al,alabama,0,al
crenshawcountyal,crenshaw county,al,alabama,0,al
creolaal,creola,al,alabama,0,al
crossvilleal,crossville,al,alabama,0,al
cullmanal,cullman,al,alabama,0,al
cullmancountyal,cullman county,al,alabama,0,al
dadevilleal,dadeville,al,alabama,0,al
dalecountyal,dale county,al,alabama,0,al
dalevilleal,daleville,al,alabama,0,al
dallascountyal,dallas county,al,alabama,0,al
danvilleal,danville,al,alabama,0,al
daphneal,daphne,al,alabama,0,al
dauphinislandal,dauphin island,al,alabama,0,al
dekalbcountyal,dekalb county,al,alabama,0,al
deatsvilleal,deatsville,al,alabama,0,al
decatural,decatur,al,alabama,0,al
demopolisal,demopolis,al,alabama,0,al
dixianaal,dixiana,al,alabama,0,al
doraal,dora,al,alabama,0,al
dothanal,dothan,al,alabama,0,al
doublespringsal,double springs,al,alabama,0,al
eastbrewtonal,east brewton,al,alabama,0,al
eastflorenceal,east florence,al,alabama,0,al
eclectical,eclectic,al,alabama,0,al
elbaal,elba,al,alabama,0,al
elbertaal,elberta,al,alabama,0,al
elmoreal,elmore,al,alabama,0,al
elmorecountyal,elmore county,al,alabama,0,al
emeraldmountainal,emerald mountain,al,alabama,0,al
enterpriseal,enterprise,al,alabama,0,al
escambiacountyal,escambia county,al,alabama,0,al
etowahcountyal,etowah county,al,alabama,0,al
eufaulaal,eufaula,al,alabama,0,al
eutawal,eutaw,al,alabama,0,al
evergreenal,evergreen,al,alabama,0,al
fairfieldal,fairfield,al,alabama,0,al
fairhopeal,fairhope,al,alabama,0,al
falkvilleal,falkville,al,alabama,0,al
fayetteal,fayette,al,alabama,0,al
fayettecountyal,fayette county,al,alabama,0,al
fayettevilleal,fayetteville,al,alabama,0,al
flintcityal,flint city,al,alabama,0,al
flomatonal,flomaton,al,alabama,0,al
floralaal,florala,al,alabama,0,al
florenceal,florence,al,alabama,0,al
foleyal,foley,al,alabama,0,al
forestdaleal,forestdale,al,alabama,0,al
fortdeposital,fort deposit,al,alabama,0,al
fortpayneal,fort payne,al,alabama,0,al
fortruckeral,fort rucker,al,alabama,0,al
franklincountyal,franklin county,al,alabama,0,al
friscocityal,frisco city,al,alabama,0,al
fultondaleal,fultondale,al,alabama,0,al
fyffeal,fyffe,al,alabama,0,al
gadsdenal,gadsden,al,alabama,0,al
gardendaleal,gardendale,al,alabama,0,al
genevaal,geneva,al,alabama,0,al
genevacountyal,geneva county,al,alabama,0,al
georgianaal,georgiana,al,alabama,0,al
glencoeal,glencoe,al,alabama,0,al
goodhopeal,good hope,al,alabama,0,al
goodwateral,goodwater,al,alabama,0,al
gordoal,gordo,al,alabama,0,al
grandbayal,grand bay,al,alabama,0,al
graysonvalleyal,grayson valley,al,alabama,0,al
graysvilleal,graysville,al,alabama,0,al
greenecountyal,greene county,al,alabama,0,al
greensboroal,greensboro,al,alabama,0,al
greenvilleal,greenville,al,alabama,0,al
grovehillal,grove hill,al,alabama,0,al
guinal,guin,al,alabama,0,al
gulfshoresal,gulf shores,al,alabama,0,al
guntersvilleal,guntersville,al,alabama,0,al
hackleburgal,hackleburg,al,alabama,0,al
halecountyal,hale county,al,alabama,0,al
haleyvilleal,haleyville,al,alabama,0,al
hamiltonal,hamilton,al,alabama,0,al
hancevilleal,hanceville,al,alabama,0,al
harpersvilleal,harpersville,al,alabama,0,al
hartfordal,hartford,al,alabama,0,al
hartselleal,hartselle,al,alabama,0,al
harvestal,harvest,al,alabama,0,al
haydenal,hayden,al,alabama,0,al
haynevilleal,hayneville,al,alabama,0,al
hazelgreenal,hazel green,al,alabama,0,al
headlandal,headland,al,alabama,0,al
heflinal,heflin,al,alabama,0,al
helenaal,helena,al,alabama,0,al
henagaral,henagar,al,alabama,0,al
henrycountyal,henry county,al,alabama,0,al
highlandlakesal,highland lakes,al,alabama,0,al
hokesbluffal,hokes bluff,al,alabama,0,al
holtal,holt,al,alabama,0,al
holtvilleal,holtville,al,alabama,0,al
homewoodal,homewood,al,alabama,0,al
hooveral,hoover,al,alabama,0,al
houstoncountyal,houston county,al,alabama,0,al
hueytownal,hueytown,al,alabama,0,al
huguleyal,huguley,al,alabama,0,al
huntsvilleal,huntsville,al,alabama,0,al
indianspringsvillageal,indian springs village,al,alabama,0,al
invernessal,inverness,al,alabama,0,al
irondaleal,irondale,al,alabama,0,al
jacksonal,jackson,al,alabama,0,al
jacksoncountyal,jackson county,al,alabama,0,al
jacksonvilleal,jacksonville,al,alabama,0,al
jasperal,jasper,al,alabama,0,al
jeffersoncountyal,jefferson county,al,alabama,0,al
jemisonal,jemison,al,alabama,0,al
kimberlyal,kimberly,al,alabama,0,al
kinseyal,kinsey,al,alabama,0,al
ladoniaal,ladonia,al,alabama,0,al
lafayetteal,lafayette,al,alabama,0,al
lakepurdyal,lake purdy,al,alabama,0,al
lakeviewal,lake view,al,alabama,0,al
lamarcountyal,lamar county,al,alabama,0,al
lanettal,lanett,al,alabama,0,al
lauderdalecountyal,lauderdale county,al,alabama,0,al
lawrencecountyal,lawrence county,al,alabama,0,al
leecountyal,lee county,al,alabama,0,al
leedsal,leeds,al,alabama,0,al
leesburgal,leesburg,al,alabama,0,al
levelplainsal,level plains,al,alabama,0,al
limestonecountyal,limestone county,al,alabama,0,al
lincolnal,lincoln,al,alabama,0,al
lindenal,linden,al,alabama,0,al
linevilleal,lineville,al,alabama,0,al
lipscombal,lipscomb,al,alabama,0,al
livingstonal,livingston,al,alabama,0,al
locustforkal,locust fork,al,alabama,0,al
lowndescountyal,lowndes county,al,alabama,0,al
loxleyal,loxley,al,alabama,0,al
luverneal,luverne,al,alabama,0,al
maconcountyal,macon county,al,alabama,0,al
madisonal,madison,al,alabama,0,al
madisoncountyal,madison county,al,alabama,0,al
malvernal,malvern,al,alabama,0,al
marburyal,marbury,al,alabama,0,al
marengocountyal,marengo county,al,alabama,0,al
margaretal,margaret,al,alabama,0,al
marional,marion,al,alabama,0,al
marioncountyal,marion county,al,alabama,0,al
marshallcountyal,marshall county,al,alabama,0,al
meadowbrookal,meadowbrook,al,alabama,0,al
meridianvilleal,meridianville,al,alabama,0,al
midfieldal,midfield,al,alabama,0,al
midlandcityal,midland city,al,alabama,0,al
mignonal,mignon,al,alabama,0,al
millbrookal,millbrook,al,alabama,0,al
minoral,minor,al,alabama,0,al
mobileal,mobile,al,alabama,0,al
mobilecountyal,mobile county,al,alabama,0,al
monroecountyal,monroe county,al,alabama,0,al
monroevilleal,monroeville,al,alabama,0,al
montevalloal,montevallo,al,alabama,0,al
montgomeryal,montgomery,al,alabama,0,al
montgomerycountyal,montgomery county,al,alabama,0,al
moodyal,moody,al,alabama,0,al
mooresmillal,moores mill,al,alabama,0,al
morgancountyal,morgan county,al,alabama,0,al
morrisal,morris,al,alabama,0,al
moultonal,moulton,al,alabama,0,al
moundvilleal,moundville,al,alabama,0,al
mountoliveal,mount olive,al,alabama,0,al
mountvernonal,mount vernon,al,alabama,0,al
mountainbrookal,mountain brook,al,alabama,0,al
munfordal,munford,al,alabama,0,al
muscleshoalsal,muscle shoals,al,alabama,0,al
newbrocktonal,new brockton,al,alabama,0,al
newhopeal,new hope,al,alabama,0,al
newmarketal,new market,al,alabama,0,al
newtonal,newton,al,alabama,0,al
northbibbal,north bibb,al,alabama,0,al
northportal,northport,al,alabama,0,al
odenvilleal,odenville,al,alabama,0,al
ohatcheeal,ohatchee,al,alabama,0,al
oneontaal,oneonta,al,alabama,0,al
opelikaal,opelika,al,alabama,0,al
oppal,opp,al,alabama,0,al
orangebeachal,orange beach,al,alabama,0,al
owenscrossroadsal,owens cross roads,al,alabama,0,al
oxfordal,oxford,al,alabama,0,al
ozarkal,ozark,al,alabama,0,al
pelhamal,pelham,al,alabama,0,al
pellcityal,pell city,al,alabama,0,al
perrycountyal,perry county,al,alabama,0,al
phenixcityal,phenix city,al,alabama,0,al
philcampbellal,phil campbell,al,alabama,0,al
pickenscountyal,pickens county,al,alabama,0,al
piedmontal,piedmont,al,alabama,0,al
pikecountyal,pike county,al,alabama,0,al
pikeroadal,pike road,al,alabama,0,al
pinelevelal,pine level,al,alabama,0,al
pinsonal,pinson,al,alabama,0,al
pleasantgroveal,pleasant grove,al,alabama,0,al
pointclearal,point clear,al,alabama,0,al
prattvilleal,prattville,al,alabama,0,al
pricevilleal,priceville,al,alabama,0,al
prichardal,prichard,al,alabama,0,al
raglandal,ragland,al,alabama,0,al
rainbowcityal,rainbow city,al,alabama,0,al
rainsvilleal,rainsville,al,alabama,0,al
randolphcountyal,randolph county,al,alabama,0,al
redbayal,red bay,al,alabama,0,al
redstonearsenalal,redstone arsenal,al,alabama,0,al
reformal,reform,al,alabama,0,al
rehobethal,rehobeth,al,alabama,0,al
riversideal,riverside,al,alabama,0,al
roanokeal,roanoke,al,alabama,0,al
robertsdaleal,robertsdale,al,alabama,0,al
rockcreekal,rock creek,al,alabama,0,al
rockfordal,rockford,al,alabama,0,al
rogersvilleal,rogersville,al,alabama,0,al
russellcountyal,russell county,al,alabama,0,al
russellvilleal,russellville,al,alabama,0,al
saintclaircountyal,saint clair county,al,alabama,0,al
saksal,saks,al,alabama,0,al
samsonal,samson,al,alabama,0,al
saralandal,saraland,al,alabama,0,al
sardiscityal,sardis city,al,alabama,0,al
satsumaal,satsuma,al,alabama,0,al
scottsboroal,scottsboro,al,alabama,0,al
selmaal,selma,al,alabama,0,al
selmont-westselmontal,selmont-west selmont,al,alabama,0,al
semmesal,semmes,al,alabama,0,al
sheffieldal,sheffield,al,alabama,0,al
shelbyal,shelby,al,alabama,0,al
shelbycountyal,shelby county,al,alabama,0,al
shoalcreekal,shoal creek,al,alabama,0,al
slocombal,slocomb,al,alabama,0,al
smithsstational,smiths station,al,alabama,0,al
smokeriseal,smoke rise,al,alabama,0,al
southsideal,southside,al,alabama,0,al
spanishfortal,spanish fort,al,alabama,0,al
springvilleal,springville,al,alabama,0,al
steeleal,steele,al,alabama,0,al
stevensonal,stevenson,al,alabama,0,al
stewartvilleal,stewartville,al,alabama,0,al
sulligental,sulligent,al,alabama,0,al
sumitonal,sumiton,al,alabama,0,al
summerdaleal,summerdale,al,alabama,0,al
sumtercountyal,sumter county,al,alabama,0,al
sylacaugaal,sylacauga,al,alabama,0,al
sylvanspringsal,sylvan springs,al,alabama,0,al
sylvaniaal,sylvania,al,alabama,0,al
talladegaal,talladega,al,alabama,0,al
talladegacountyal,talladega county,al,alabama,0,al
tallapoosacountyal,tallapoosa county,al,alabama,0,al
tallasseeal,tallassee,al,alabama,0,al
tarrantal,tarrant,al,alabama,0,al
tayloral,taylor,al,alabama,0,al
theodoreal,theodore,al,alabama,0,al
thomasvilleal,thomasville,al,alabama,0,al
thorsbyal,thorsby,al,alabama,0,al
tillmanscorneral,tillmans corner,al,alabama,0,al
towncreekal,town creek,al,alabama,0,al
trinityal,trinity,al,alabama,0,al
troyal,troy,al,alabama,0,al
trussvilleal,trussville,al,alabama,0,al
tuscaloosaal,tuscaloosa,al,alabama,0,al
tuscaloosacountyal,tuscaloosa county,al,alabama,0,al
tuscumbiaal,tuscumbia,al,alabama,0,al
tuskegeeal,tuskegee,al,alabama,0,al
underwood-petersvilleal,underwood-petersville,al,alabama,0,al
unionspringsal,union springs,al,alabama,0,al
uniontownal,uniontown,al,alabama,0,al
valleyal,valley,al,alabama,0,al
valleygrandeal,valley grande,al,alabama,0,al
vanceal,vance,al,alabama,0,al
vandiveral,vandiver,al,alabama,0,al
vernonal,vernon,al,alabama,0,al
vestaviahillsal,vestavia hills,al,alabama,0,al
vincental,vincent,al,alabama,0,al
walkercountyal,walker county,al,alabama,0,al
warrioral,warrior,al,alabama,0,al
washingtoncountyal,washington county,al,alabama,0,al
weaveral,weaver,al,alabama,0,al
webbal,webb,al,alabama,0,al
wedoweeal,wedowee,al,alabama,0,al
westbloctonal,west blocton,al,alabama,0,al
westend-cobbtownal,west end-cobb town,al,alabama,0,al
westoveral,westover,al,alabama,0,al
wetumpkaal,wetumpka,al,alabama,0,al
whitesboroal,whitesboro,al,alabama,0,al
wilcoxcountyal,wilcox county,al,alabama,0,al
wilsonvilleal,wilsonville,al,alabama,0,al
winfieldal,winfield,al,alabama,0,al
winstoncountyal,winston county,al,alabama,0,al
woodstockal,woodstock,al,alabama,0,al
yorkal,york,al,alabama,0,al
akutanak,akutan,ak,alaska,1,ak
aleutianseastboroughak,aleutians east borough,ak,alaska,1,ak
aleutianswestcensusareaak,aleutians west census area,ak,alaska,1,ak
anchorpointak,anchor point,ak,alaska,1,ak
anchorageak,anchorage,ak,alaska,1,ak
anchoragemunicipalityak,anchorage municipality,ak,alaska,1,ak
badgerak,badger,ak,alaska,1,ak
barrowak,barrow,ak,alaska,1,ak
bearcreekak,bear creek,ak,alaska,1,ak
bethelak,bethel,ak,alaska,1,ak
bethelcensusareaak,bethel census area,ak,alaska,1,ak
biglakeak,big lake,ak,alaska,1,ak
bristolbayboroughak,bristol bay borough,ak,alaska,1,ak
butteak,butte,ak,alaska,1,ak
chevakak,chevak,ak,alaska,1,ak
cityandboroughofwrangellak,city and borough of wrangell,ak,alaska,1,ak
cohoeak,cohoe,ak,alaska,1,ak
collegeak,college,ak,alaska,1,ak
cordovaak,cordova,ak,alaska,1,ak
craigak,craig,ak,alaska,1,ak
deltanaak,deltana,ak,alaska,1,ak
denaliboroughak,denali borough,ak,alaska,1,ak
diamondridgeak,diamond ridge,ak,alaska,1,ak
dillinghamak,dillingham,ak,alaska,1,ak
dillinghamcensusareaak,dillingham census area,ak,alaska,1,ak
dutchharborak,dutch harbor,ak,alaska,1,ak
eagleriverak,eagle river,ak,alaska,1,ak
eielsonairforcebaseak,eielson air force base,ak,alaska,1,ak
elmendorfairforcebaseak,elmendorf air force base,ak,alaska,1,ak
esterak,ester,ak,alaska,1,ak
fairbanksak,fairbanks,ak,alaska,1,ak
fairbanksnorthstarboroughak,fairbanks north star borough,ak,alaska,1,ak
farmloopak,farm loop,ak,alaska,1,ak
farmersloopak,farmers loop,ak,alaska,1,ak
fishhookak,fishhook,ak,alaska,1,ak
fritzcreekak,fritz creek,ak,alaska,1,ak
gatewayak,gateway,ak,alaska,1,ak
girdwoodak,girdwood,ak,alaska,1,ak
hainesak,haines,ak,alaska,1,ak
hainesboroughak,haines borough,ak,alaska,1,ak
healyak,healy,ak,alaska,1,ak
homerak,homer,ak,alaska,1,ak
hoonah-angooncensusareaak,hoonah-angoon census area,ak,alaska,1,ak
hooperbayak,hooper bay,ak,alaska,1,ak
houstonak,houston,ak,alaska,1,ak
juneauak,juneau,ak,alaska,1,ak
kalifornskyak,kalifornsky,ak,alaska,1,ak
kenaiak,kenai,ak,alaska,1,ak
kenaipeninsulaboroughak,kenai peninsula borough,ak,alaska,1,ak
ketchikanak,ketchikan,ak,alaska,1,ak
ketchikangatewayboroughak,ketchikan gateway borough,ak,alaska,1,ak
kingcoveak,king cove,ak,alaska,1,ak
knik-fairviewak,knik-fairview,ak,alaska,1,ak
kodiakak,kodiak,ak,alaska,1,ak
kodiakislandboroughak,kodiak island borough,ak,alaska,1,ak
kodiakstationak,kodiak station,ak,alaska,1,ak
kotzebueak,kotzebue,ak,alaska,1,ak
lakeandpeninsulaboroughak,lake and peninsula borough,ak,alaska,1,ak
lakesak,lakes,ak,alaska,1,ak
lazymountainak,lazy mountain,ak,alaska,1,ak
matanuska-susitnaboroughak,matanuska-susitna borough,ak,alaska,1,ak
meadowlakesak,meadow lakes,ak,alaska,1,ak
metlakatlaak,metlakatla,ak,alaska,1,ak
nikiskiak,nikiski,ak,alaska,1,ak
nomeak,nome,ak,alaska,1,ak
nomecensusareaak,nome census area,ak,alaska,1,ak
northpoleak,north pole,ak,alaska,1,ak
northslopeboroughak,north slope borough,ak,alaska,1,ak
northwestarcticboroughak,northwest arctic borough,ak,alaska,1,ak
palmerak,palmer,ak,alaska,1,ak
petersburgak,petersburg,ak,alaska,1,ak
petersburgboroughak,petersburg borough,ak,alaska,1,ak
prudhoebayak,prudhoe bay,ak,alaska,1,ak
ridgewayak,ridgeway,ak,alaska,1,ak
salchaak,salcha,ak,alaska,1,ak
sandpointak,sand point,ak,alaska,1,ak
sewardak,seward,ak,alaska,1,ak
sitkaak,sitka,ak,alaska,1,ak
sitkacityandboroughak,sitka city and borough,ak,alaska,1,ak
skagwaymunicipalityak,skagway municipality,ak,alaska,1,ak
soldotnaak,soldotna,ak,alaska,1,ak
southeastfairbankscensusareaak,southeast fairbanks census area,ak,alaska,1,ak
sterlingak,sterling,ak,alaska,1,ak
sutton-alpineak,sutton-alpine,ak,alaska,1,ak
tanainaak,tanaina,ak,alaska,1,ak
tokak,tok,ak,alaska,1,ak
unalaskaak,unalaska,ak,alaska,1,ak
valdezak,valdez,ak,alaska,1,ak
valdez-cordovacensusareaak,valdez-cordova census area,ak,alaska,1,ak
wasillaak,wasilla,ak,alaska,1,ak
willowak,willow,ak,alaska,1,ak
wrangellak,wrangell,ak,alaska,1,ak
yak,y,ak,alaska,1,ak
yakutatcityandboroughak,yakutat city and borough,ak,alaska,1,ak
yukon-koyukukcensusareaak,yukon-koyukuk census area,ak,alaska,1,ak
ahwatukeefoothillsaz,ahwatukee foothills,az,arizona,2,az
ajoaz,ajo,az,arizona,2,az
alhambraaz,alhambra,az,arizona,2,az
anthemaz,anthem,az,arizona,2,az
apachecountyaz,apache county,az,arizona,2,az
apachejunctionaz,apache junction,az,arizona,2,az
arivacajunctionaz,arivaca junction,az,arizona,2,az
arizonacityaz,arizona city,az,arizona,2,az
avenuebandcaz,avenue b and c,az,arizona,2,az
avondaleaz,avondale,az,arizona,2,az
avravalleyaz,avra valley,az,arizona,2,az
bagdadaz,bagdad,az,arizona,2,az
beaverdamaz,beaver dam,az,arizona,2,az
bensonaz,benson,az,arizona,2,az
bigparkaz,big park,az,arizona,2,az
bisbeeaz,bisbee,az,arizona,2,az
blackcanyoncityaz,black canyon city,az,arizona,2,az
blackwateraz,blackwater,az,arizona,2,az
buckeyeaz,buckeye,az,arizona,2,az
bullheadcityaz,bullhead city,az,arizona,2,az
bylasaz,bylas,az,arizona,2,az
cactusflataz,cactus flat,az,arizona,2,az
campverdeaz,camp verde,az,arizona,2,az
canyondayaz,canyon day,az,arizona,2,az
carefreeaz,carefree,az,arizona,2,az
casablancaaz,casa blanca,az,arizona,2,az
casagrandeaz,casa grande,az,arizona,2,az
casasadobesaz,casas adobes,az,arizona,2,az
catalinaaz,catalina,az,arizona,2,az
catalinafoothillsaz,catalina foothills,az,arizona,2,az
cavecreekaz,cave creek,az,arizona,2,az
centennialparkaz,centennial park,az,arizona,2,az
centralcityaz,central city,az,arizona,2,az
centralheights-midlandcityaz,central heights-midland city,az,arizona,2,az
chandleraz,chandler,az,arizona,2,az
chinleaz,chinle,az,arizona,2,az
chinovalleyaz,chino valley,az,arizona,2,az
cibecueaz,cibecue,az,arizona,2,az
cienegaspringsaz,cienega springs,az,arizona,2,az
citrusparkaz,citrus park,az,arizona,2,az
clarkdaleaz,clarkdale,az,arizona,2,az
claypoolaz,claypool,az,arizona,2,az
cliftonaz,clifton,az,arizona,2,az
cochisecountyaz,cochise county,az,arizona,2,az
coconinocountyaz,coconino county,az,arizona,2,az
coloradocityaz,colorado city,az,arizona,2,az
congressaz,congress,az,arizona,2,az
coolidgeaz,coolidge,az,arizona,2,az
cordeslakesaz,cordes lakes,az,arizona,2,az
cornvilleaz,cornville,az,arizona,2,az
coronadetucsonaz,corona de tucson,az,arizona,2,az
cottonwoodaz,cottonwood,az,arizona,2,az
deervalleyaz,deer valley,az,arizona,2,az
deserthillsaz,desert hills,az,arizona,2,az
dewey-humboldtaz,dewey-humboldt,az,arizona,2,az
dilkonaz,dilkon,az,arizona,2,az
dolanspringsaz,dolan springs,az,arizona,2,az
donovanestatesaz,donovan estates,az,arizona,2,az
douglasaz,douglas,az,arizona,2,az
drexelheightsaz,drexel heights,az,arizona,2,az
eagaraz,eagar,az,arizona,2,az
eastsahuaritaaz,east sahuarita,az,arizona,2,az
ehrenbergaz,ehrenberg,az,arizona,2,az
elmirageaz,el mirage,az,arizona,2,az
eloyaz,eloy,az,arizona,2,az
encantoaz,encanto,az,arizona,2,az
firstmesaaz,first mesa,az,arizona,2,az
flagstaffaz,flagstaff,az,arizona,2,az
florenceaz,florence,az,arizona,2,az
flowingwellsaz,flowing wells,az,arizona,2,az
fortdefianceaz,fort defiance,az,arizona,2,az
fortunafoothillsaz,fortuna foothills,az,arizona,2,az
fountainhillsaz,fountain hills,az,arizona,2,az
fredoniaaz,fredonia,az,arizona,2,az
ganadoaz,ganado,az,arizona,2,az
gilabendaz,gila bend,az,arizona,2,az
gilacountyaz,gila county,az,arizona,2,az
gilbertaz,gilbert,az,arizona,2,az
glendaleaz,glendale,az,arizona,2,az
globeaz,globe,az,arizona,2,az
goldcampaz,gold camp,az,arizona,2,az
goldcanyonaz,gold canyon,az,arizona,2,az
goldenshoresaz,golden shores,az,arizona,2,az
goldenvalleyaz,golden valley,az,arizona,2,az
goodyearaz,goodyear,az,arizona,2,az
grahamcountyaz,graham county,az,arizona,2,az
grandcanyonaz,grand canyon,az,arizona,2,az
grandcanyonvillageaz,grand canyon village,az,arizona,2,az
greenvalleyaz,green valley,az,arizona,2,az
greenleecountyaz,greenlee county,az,arizona,2,az
guadalupeaz,guadalupe,az,arizona,2,az
heber-overgaardaz,heber-overgaard,az,arizona,2,az
holbrookaz,holbrook,az,arizona,2,az
houckaz,houck,az,arizona,2,az
huachucacityaz,huachuca city,az,arizona,2,az
josephcityaz,joseph city,az,arizona,2,az
kachinavillageaz,kachina village,az,arizona,2,az
kaibitoaz,kaibito,az,arizona,2,az
kayentaaz,kayenta,az,arizona,2,az
kearnyaz,kearny,az,arizona,2,az
kingmanaz,kingman,az,arizona,2,az
lapazcountyaz,la paz county,az,arizona,2,az
lakehavasucityaz,lake havasu city,az,arizona,2,az
lakemontezumaaz,lake montezuma,az,arizona,2,az
lakeofthewoodsaz,lake of the woods,az,arizona,2,az
laveenaz,laveen,az,arizona,2,az
lecheeaz,lechee,az,arizona,2,az
lindenaz,linden,az,arizona,2,az
litchfieldparkaz,litchfield park,az,arizona,2,az
lukachukaiaz,lukachukai,az,arizona,2,az
mammothaz,mammoth,az,arizona,2,az
manyfarmsaz,many farms,az,arizona,2,az
maranaaz,marana,az,arizona,2,az
maricopaaz,maricopa,az,arizona,2,az
maricopacountyaz,maricopa county,az,arizona,2,az
maryvaleaz,maryvale,az,arizona,2,az
mayeraz,mayer,az,arizona,2,az
meadviewaz,meadview,az,arizona,2,az
mesaaz,mesa,az,arizona,2,az
mescalaz,mescal,az,arizona,2,az
miamiaz,miami,az,arizona,2,az
mohavecountyaz,mohave county,az,arizona,2,az
mohavevalleyaz,mohave valley,az,arizona,2,az
morenciaz,morenci,az,arizona,2,az
mountainaireaz,mountainaire,az,arizona,2,az
nacoaz,naco,az,arizona,2,az
navajocountyaz,navajo county,az,arizona,2,az
newkingman-butleraz,new kingman-butler,az,arizona,2,az
newriveraz,new river,az,arizona,2,az
nogalesaz,nogales,az,arizona,2,az
northforkaz,north fork,az,arizona,2,az
oracleaz,oracle,az,arizona,2,az
orovalleyaz,oro valley,az,arizona,2,az
pageaz,page,az,arizona,2,az
paradisevalleyaz,paradise valley,az,arizona,2,az
parkeraz,parker,az,arizona,2,az
parksaz,parks,az,arizona,2,az
pauldenaz,paulden,az,arizona,2,az
paysonaz,payson,az,arizona,2,az
peachspringsaz,peach springs,az,arizona,2,az
peoriaaz,peoria,az,arizona,2,az
peridotaz,peridot,az,arizona,2,az
phoenixaz,phoenix,az,arizona,2,az
picturerocksaz,picture rocks,az,arizona,2,az
pimaaz,pima,az,arizona,2,az
pimacountyaz,pima county,az,arizona,2,az
pinalcountyaz,pinal county,az,arizona,2,az
pineaz,pine,az,arizona,2,az
pinetop-lakesideaz,pinetop-lakeside,az,arizona,2,az
pirtlevilleaz,pirtleville,az,arizona,2,az
prescottaz,prescott,az,arizona,2,az
